Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
1105	Staff	5	0	13519	13	24	17	9	13519	17929	169	0	5	2	4	8	1	365	2	59	3	30	4	22	42	
1213	Staff	5	0	5128	16	3	17	28	5128	26697	64	0	3	2	8	5	1	386	9	48	5	25	0	18	44	
1253	Student	3	0	14035	8	0	8	0	0	-2685	0	0	0	0	0	0	2	672	16	0	0	0	0	0	44	
1258	Student	3	0	9883	8	0	8	0	0	-2703	0	0	0	0	0	0	2	672	16	0	0	0	0	0	44	
1162	Visitor	1	0	10583	14	39	17	35	10583	22049	441	0	3	2	11	2	1	386	18	55	5	24	4	22	44	
1260	Visitor	1	0	9921	8	0	8	0	0	-2713	0	0	0	0	0	0	2	672	15	0	0	0	0	0	44	
1266	Staff	5	0	5618	8	0	8	0	0	-2765	0	0	0	0	0	0	2	672	16	0	0	0	0	0	44	
1155	Faculty	2	0	10435	14	46	17	40	10435	22514	304	0	4	2	6	7	1	386	16	52	4	23	3	22	45	
1154	Visitor	1	0	9441	15	2	17	39	9441	23461	393	0	11	3	1	3	2	654	16	48	4	23	1	20	45	
1118	Student	3	0	12459	14	17	17	44	12459	20976	234	0	6	2	1	11	2	365	17	59	3	28	6	22	45	
1225	Student	3	0	4590	16	19	17	35	4590	27547	86	0	9	1	1	4	1	384	5	51	6	26	0	19	45	
1196	Staff	5	0	8557	15	21	17	43	8557	24349	107	0	3	2	9	4	1	386	8	49	1	25	3	20	45	
1236	Visitor	1	0	2719	16	56	17	41	2719	29630	113	0	9	1	0	5	1	384	6	52	3	25	4	20	45	
1272	Visitor	1	0	3657	8	0	8	0	0	-2799	0	0	0	0	0	0	2	672	15	0	0	0	0	0	45	
1179	Student	3	0	8174	15	12	17	28	8174	23907	153	0	6	2	0	12	2	365	15	44	0	23	1	20	45	
1174	Student	3	0	8899	15	5	17	33	8899	23506	167	0	3	2	10	3	1	386	16	47	3	23	1	20	45	
1180	Faculty	2	0	7842	15	15	17	26	7842	24107	229	0	6	2	0	12	1	365	12	48	2	23	3	20	45	
1163	Student	3	0	11340	14	42	17	51	11340	22224	213	0	3	2	9	4	1	386	18	53	5	22	4	22	45	
1148	Student	3	0	11379	14	27	17	37	11379	21406	213	0	5	2	2	10	1	365	22	59	4	27	6	22	45	
1192	Student	3	0	8177	15	27	17	43	8177	24775	153	0	11	3	1	3	2	654	8	47	1	26	1	19	46	
1230	Staff	5	0	4523	16	31	17	47	4523	28228	57	0	6	2	4	8	1	365	6	56	8	26	3	19	46	
1124	Student	3	0	13340	13	53	17	36	13340	19525	250	0	5	2	4	8	1	365	16	63	5	32	4	22	46	
1215	Visitor	1	0	5939	16	12	17	51	5939	27211	247	0	5	2	5	7	1	365	7	50	6	26	0	18	46	
1269	Student	3	0	8528	8	0	8	0	0	-2776	0	0	0	0	0	0	2	672	12	0	0	0	0	0	46	
1122	Student	3	0	13031	14	21	17	58	13031	21208	244	0	6	2	2	10	2	365	20	59	3	29	5	22	46	
1143	Student	3	0	12248	14	29	17	54	12248	21571	230	0	6	2	1	11	2	365	22	60	5	27	6	22	47	
1229	Student	3	0	5332	16	26	17	55	5332	27935	100	0	10	1	2	3	1	384	5	51	5	24	3	19	47	
1237	Visitor	1	0	4241	16	44	17	55	4241	28946	177	0	10	1	1	4	1	384	8	54	4	26	4	20	47	
1242	Staff	5	0	3945	17	5	18	10	3945	30137	49	0	6	2	2	10	1	365	7	54	4	27	4	19	47	
1287	Student	3	0	14213	8	0	8	0	0	-2902	0	0	0	0	0	0	2	672	10	0	0	0	0	0	47	
1211	Student	3	0	8529	15	49	18	11	8529	25892	160	0	4	2	8	5	1	386	8	48	3	27	0	18	47	
1295	Staff	5	0	13088	8	0	8	0	0	-2943	0	0	0	0	0	0	2	672	12	0	0	0	0	0	47	
1199	Staff	5	0	8989	15	33	18	3	8989	25068	112	0	6	2	1	11	2	365	7	46	1	26	1	18	47	
1283	Staff	5	0	737	18	2	18	14	737	33222	9	0	9	1	0	5	1	384	12	51	2	29	2	18	47	
1219	Student	3	0	7377	16	13	18	16	7377	27240	138	0	8	1	2	1	2	354	6	49	5	26	0	18	47	
1184	Student	3	0	11232	15	23	18	30	11232	24568	211	0	1	4	10	1	1	672	7	49	1	26	3	19	47	
1224	Faculty	2	0	7563	16	14	18	20	7563	27259	221	0	9	1	1	4	1	384	5	48	4	26	0	18	47	
930	Prin	4	0	1220	8	0	8	0	0	-11	0	0	0	2	0	0	1	672	5	0	0	0	0	0	47	
1276	Visitor	1	0	1243	17	50	18	11	1243	32586	52	0	5	2	4	8	1	365	16	50	2	28	2	18	47	
1235	Staff	5	0	6041	16	40	18	21	6041	28711	76	0	6	2	3	9	1	365	8	55	5	26	4	20	47	
1228	Visitor	1	0	7026	16	29	18	26	7026	28131	293	0	5	2	3	9	1	365	6	55	8	25	3	19	47	
1248	Faculty	2	0	4852	17	9	18	30	4852	30311	142	0	10	1	0	5	1	384	10	53	4	27	3	19	47	
1221	Faculty	2	0	8632	16	20	18	44	8632	27693	252	0	5	2	3	9	1	365	4	50	6	25	0	19	48	
1201	Staff	5	0	10146	15	54	18	43	10146	26283	127	0	11	3	0	4	2	654	7	47	3	26	0	18	48	
1268	Student	3	0	3822	17	52	18	56	3822	32770	72	0	0	4	9	2	1	672	13	50	2	28	2	18	48	
1304	Student	3	0	1408	8	0	8	0	0	-3038	0	0	0	0	0	0	2	672	1	0	0	0	0	0	48	
1251	Visitor	1	0	5425	17	15	18	45	5425	30609	226	0	7	1	0	3	1	354	11	51	2	26	3	20	48	
1217	Student	3	0	9801	16	1	18	45	9801	26574	184	0	5	2	5	7	1	365	9	48	4	26	0	18	48	
1274	Faculty	2	0	4704	17	43	19	2	4704	32160	137	0	4	2	11	2	1	386	17	55	4	30	1	20	48	
1194	Student	3	0	12439	15	30	18	58	12439	24936	233	0	11	3	1	3	2	654	8	46	1	26	1	18	48	
1255	Faculty	2	0	4422	17	41	18	55	4422	32182	129	0	6	2	1	11	2	365	17	54	3	30	1	20	48	
1241	Student	3	0	7833	17	1	19	12	7833	29957	147	0	0	4	9	2	1	672	6	51	3	25	4	19	50	
1267	Student	3	0	3639	17	56	18	57	3639	33006	68	0	5	2	2	10	2	365	11	49	2	27	2	18	50	
1299	Staff	5	0	1960	18	29	19	2	1960	34790	24	0	6	2	2	10	1	365	8	48	2	28	1	17	50	
1291	Visitor	1	0	3456	18	13	19	10	3456	33841	144	0	6	2	3	9	2	365	9	49	2	28	2	17	50	
1231	Staff	5	0	8621	16	39	19	3	8621	28694	108	0	10	1	2	3	1	384	9	56	6	26	4	20	50	
1315	Visitor	1	0	7	19	14	19	14	7	37182	0	0	6	2	3	9	1	365	1	56	4	31	2	19	50	
1310	Visitor	1	0	834	8	0	8	0	0	-3195	0	0	0	0	0	0	2	672	1	0	0	0	0	0	50	
1314	Visitor	1	0	6965	8	0	8	0	0	-3235	0	0	0	0	0	0	2	672	1	0	0	0	0	0	50	
1271	Visitor	1	0	5943	17	44	19	24	5943	32273	248	0	3	2	11	2	1	386	15	55	4	30	1	20	50	
1301	Student	3	0	2351	18	40	19	19	2351	35426	44	0	11	3	0	4	1	654	1	49	3	29	0	17	50	
1238	Student	3	0	8766	16	48	19	14	8766	29139	164	0	10	1	1	4	1	384	7	53	3	26	4	20	50	
1252	Visitor	1	0	7327	17	14	19	16	7327	30537	305	0	8	1	1	2	1	354	12	51	2	27	3	19	50	
1244	Student	3	0	8053	17	8	19	22	8053	30329	151	0	12	3	3	1	2	654	10	53	4	27	3	19	50	
1243	Staff	5	0	9365	16	56	19	32	9365	29635	117	0	6	2	1	11	1	365	5	53	4	25	4	20	50	
1222	Student	3	0	12493	16	8	19	36	12493	26936	940	705	7	1	0	3	1	354	8	49	5	26	0	18	50	
1223	Student	3	0	12398	16	17	19	43	12398	27436	232	0	5	2	4	8	1	365	5	48	5	25	0	18	0	
