DateTime            	Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
2022-01-02 13:14:00	1110	Student	3	2	7901	13	14	15	26	7901	18838	148	0	3	2	6	7	1	386	4	51	4	20	5	22	28	
2022-01-02 12:41:00	1094	Staff	5	2	10363	12	41	15	34	10363	16882	130	0	6	2	1	11	1	365	5	48	3	21	2	22	28	
2022-01-02 14:13:00	1151	Visitor	1	2	4941	14	13	15	35	4941	22386	206	0	4	2	4	9	1	386	24	49	3	16	8	22	28	
2022-01-02 14:06:00	1129	Visitor	1	2	6145	14	6	15	49	6145	21986	256	0	13	2	2	1	2	579	24	48	2	16	8	22	28	
2022-01-02 14:06:00	1152	Student	3	2	5882	14	6	15	44	5882	21972	110	0	4	2	5	8	1	386	25	48	2	16	8	22	28	
2022-01-02 13:43:00	1131	Faculty	2	2	6989	13	43	15	39	6989	20573	204	0	10	1	0	5	1	384	20	49	2	18	7	22	28	
2022-01-02 13:06:00	1106	Faculty	2	2	9492	13	6	15	44	9492	18350	277	0	6	2	1	11	1	365	7	50	5	19	4	22	28	
2022-01-02 15:00:00	1195	Faculty	2	2	2025	15	0	15	34	2025	25221	59	0	4	2	2	11	1	386	10	42	4	13	5	20	28	
2022-01-02 14:36:00	1187	Student	3	2	4390	14	36	15	50	4390	23786	82	0	8	1	0	3	1	354	13	41	4	12	5	20	28	
2022-01-02 14:06:00	1145	Student	3	2	6110	14	6	15	48	6110	21950	115	0	3	2	4	9	1	386	27	48	2	16	8	22	28	
2022-01-02 13:05:00	1111	Faculty	2	2	9678	13	5	15	47	9678	18324	282	0	6	2	1	11	1	365	9	50	5	19	4	22	28	
2022-01-02 14:59:00	1201	Student	3	2	3317	14	59	15	55	3317	25159	62	0	5	2	5	7	1	365	12	43	4	14	5	20	28	
2022-01-02 14:30:00	1169	Student	3	2	5664	14	30	16	4	5664	23386	106	0	0	4	10	1	1	672	21	42	4	12	5	21	28	
2022-01-02 12:57:00	1095	Student	3	2	10893	12	57	15	58	10893	17795	204	0	6	2	1	11	2	365	8	50	4	20	4	22	28	
2022-01-02 13:60:00	1147	Visitor	1	2	6855	13	60	15	54	6855	21592	286	0	9	1	0	5	1	384	25	48	3	15	8	22	28	
2022-01-02 15:44:00	1224	Student	3	2	1084	15	44	16	2	1084	27839	20	0	8	1	0	3	1	354	7	46	5	17	3	21	28	
2022-01-02 13:37:00	1128	Student	3	2	9160	13	37	16	9	9160	20206	172	0	5	2	3	9	1	365	17	51	3	19	7	22	28	
2022-01-02 15:56:00	1231	Student	3	2	314	15	56	16	2	314	28588	6	0	6	2	2	10	1	365	6	48	5	19	3	21	28	
2022-01-02 13:41:00	1123	Visitor	1	2	8039	13	41	15	55	8039	20473	335	0	5	2	1	11	2	365	19	49	2	18	7	22	28	
2022-01-02 14:15:00	1166	Visitor	1	2	6817	14	15	16	9	6817	22525	284	0	12	3	3	1	1	654	24	48	3	16	7	22	28	
2022-01-02 13:07:00	1104	Visitor	1	2	10593	13	7	16	3	10593	18406	441	0	9	1	2	3	1	384	6	52	5	21	4	22	28	
2022-01-02 14:60:00	1197	Student	3	2	3883	14	60	16	4	3883	25183	73	0	3	2	3	10	1	386	12	43	4	14	5	20	28	
2022-01-02 14:20:00	1136	Staff	5	2	6752	14	20	16	12	6752	22783	84	0	12	3	1	3	2	654	21	45	3	15	5	22	28	
2022-01-02 13:09:00	1105	Staff	5	2	10899	13	9	16	10	10899	18527	136	0	6	2	1	11	1	365	5	52	5	20	5	22	28	
2022-01-02 15:31:00	1217	Student	3	2	3733	15	31	16	33	3733	27045	70	0	3	2	6	7	1	386	8	45	6	16	3	20	28	
2022-01-02 15:50:00	1223	Visitor	1	2	2145	15	50	16	26	2145	28221	89	0	5	2	2	10	1	365	7	47	3	20	3	21	28	
2022-01-02 14:56:00	1189	Visitor	1	2	5478	14	56	16	28	5478	24986	228	0	4	2	3	10	1	386	12	45	4	16	5	20	28	
2022-01-02 15:57:00	1227	Student	3	2	2499	15	57	16	39	2499	28620	47	0	5	2	4	8	1	365	6	49	5	20	3	21	28	
2022-01-02 15:40:00	1208	Visitor	1	2	3083	15	40	16	31	3083	27590	128	0	7	1	1	2	2	354	8	46	4	18	3	21	28	
2022-01-02 12:58:00	1103	Student	3	2	12829	12	58	16	32	12829	17906	1117	846	9	1	2	3	1	384	7	49	4	19	4	22	28	
2022-01-02 14:11:00	1157	Faculty	2	2	8439	14	11	16	32	8439	22265	246	0	10	1	0	5	1	384	26	48	3	15	8	22	28	
2022-01-02 14:22:00	1162	Visitor	1	2	8664	14	22	16	47	8664	22928	361	0	4	2	4	9	1	386	20	44	3	14	5	22	28	
2022-01-02 14:45:00	1181	Staff	5	2	7214	14	45	16	46	7214	24321	90	0	4	2	2	11	1	386	9	40	3	12	5	20	28	
2022-01-02 13:55:00	1142	Student	3	2	10398	13	55	16	48	10398	21280	195	0	4	2	8	5	1	386	22	48	3	16	7	22	28	
2022-01-02 16:04:00	1235	Student	3	2	3062	16	4	16	55	3062	29045	57	0	5	2	3	9	1	365	4	50	5	21	3	21	29	
2022-01-02 08:00:00	1252	Student	3	2	11201	8	0	8	0	0	0	0	0	0	0	0	0	2	672	8	0	0	0	0	0	29	
2022-01-02 14:03:00	1135	Visitor	1	2	10697	14	3	17	1	10697	21786	446	0	6	2	1	11	1	365	27	47	3	14	8	22	29	
2022-01-02 16:01:00	1228	Faculty	2	2	3578	16	1	17	0	3578	28845	104	0	5	2	4	8	1	365	5	49	4	21	3	21	29	
2022-01-02 15:49:00	1221	Staff	5	2	4363	15	49	17	1	4363	28123	55	0	3	2	4	9	1	386	7	45	4	17	3	21	29	
2022-01-02 15:52:00	1229	Faculty	2	2	4059	15	52	16	59	4059	28299	118	0	10	1	0	5	1	384	6	48	4	20	3	21	29	
2022-01-02 16:24:00	1242	Staff	5	2	2394	16	24	17	4	2394	30230	30	0	6	2	3	9	1	365	5	50	2	21	5	22	29	
2022-01-02 16:26:00	1240	Student	3	2	2283	16	26	17	4	2283	30364	43	0	5	2	3	9	1	365	5	50	2	21	5	22	29	
2022-01-02 16:39:00	1247	Faculty	2	2	2393	16	39	17	19	2393	31153	70	0	5	2	3	9	1	365	4	53	4	22	5	22	31	
2022-01-02 14:46:00	1179	Staff	5	2	9172	14	46	17	19	9172	24353	115	0	6	2	2	10	1	365	8	41	3	13	5	20	32	
2022-01-02 08:00:00	1264	Faculty	2	2	7242	8	0	8	0	0	0	0	0	0	0	0	0	2	672	22	0	0	0	0	0	33	
2022-01-02 15:19:00	1211	Student	3	2	7945	15	19	17	32	7945	26358	149	0	3	2	6	7	1	386	13	42	4	14	4	20	33	
2022-01-02 08:00:00	1267	Student	3	2	10894	8	0	8	0	0	0	0	0	0	0	0	0	2	672	24	0	0	0	0	0	33	
2022-01-02 14:42:00	1191	Staff	5	2	9771	14	42	17	25	9771	24141	122	0	10	1	0	5	1	384	9	39	3	11	5	20	33	
2022-01-02 08:00:00	1268	Visitor	1	2	9015	8	0	8	0	0	0	0	0	0	0	0	0	2	672	24	0	0	0	0	0	33	
2022-01-02 08:00:00	1269	Faculty	2	2	4076	8	0	8	0	0	0	0	0	0	0	0	0	2	672	21	0	0	0	0	0	33	
2022-01-02 13:44:00	1121	Student	3	2	13567	13	44	17	30	13567	20663	254	0	3	2	6	7	1	386	20	48	2	17	7	22	33	
2022-01-02 16:39:00	1244	Visitor	1	2	3295	16	39	17	34	3295	31123	137	0	8	1	1	2	2	354	5	53	4	22	5	22	33	
2022-01-02 15:59:00	1230	Student	3	2	5762	15	59	17	35	5762	28716	108	0	10	1	0	5	1	384	6	48	4	20	3	21	33	
2022-01-02 14:34:00	1177	Staff	5	2	10974	14	34	17	37	10974	23648	315	72	7	1	2	1	2	354	16	41	4	12	5	20	34	
2022-01-02 08:00:00	1265	Faculty	2	2	10574	8	0	8	0	0	0	0	0	0	0	0	0	2	672	18	0	0	0	0	0	34	
2022-01-02 15:25:00	1216	Student	3	2	8141	15	25	17	41	8141	26706	153	0	8	1	1	2	1	354	11	44	4	16	4	20	34	
2022-01-02 15:10:00	1198	Staff	5	2	8471	15	10	17	31	8471	25807	106	0	5	2	2	10	1	365	11	41	4	13	4	20	34	
2022-01-02 17:31:00	1270	Staff	5	2	771	17	31	17	44	771	34240	10	0	5	2	3	9	1	365	20	52	2	24	4	22	35	
2022-01-02 15:26:00	1206	Student	3	2	8989	15	26	17	56	8989	26778	169	0	6	2	1	11	2	365	10	44	4	16	4	20	35	
2022-01-02 17:16:00	1253	Faculty	2	2	1693	17	16	17	44	1693	33352	49	0	6	2	2	10	2	365	12	54	1	26	5	22	35	
2022-01-02 15:22:00	1203	Student	3	2	9280	15	22	17	57	9280	26534	174	0	6	2	1	11	2	365	11	42	4	14	4	20	35	
2022-01-02 08:00:00	1275	Visitor	1	2	3126	8	0	8	0	0	0	0	0	0	0	0	0	2	672	21	0	0	0	0	0	35	
2022-01-02 15:18:00	1205	Visitor	1	2	9054	15	18	17	49	9054	26289	377	0	5	2	3	9	1	365	13	42	4	14	4	20	35	
2022-01-02 14:24:00	1146	Staff	5	2	12708	14	24	17	55	12708	23011	159	0	12	3	1	3	2	654	19	44	3	14	5	22	36	
2022-01-02 17:39:00	1281	Student	3	2	129	17	39	17	42	129	34763	2	0	4	2	8	5	1	386	20	54	3	25	4	22	36	
2022-01-02 08:00:00	1284	Faculty	2	2	7860	8	0	8	0	0	0	0	0	0	0	0	0	2	672	20	0	0	0	0	0	36	
2022-01-02 17:59:00	1283	Student	3	2	474	17	59	18	7	474	35931	9	0	3	2	5	8	1	386	19	50	2	22	4	22	36	
2022-01-02 08:00:00	1303	Student	3	2	8661	8	0	8	0	0	0	0	0	0	0	0	0	2	672	14	0	0	0	0	0	36	
2022-01-02 16:26:00	1241	Student	3	2	5702	16	26	18	1	5702	30369	107	0	9	1	0	5	1	384	4	50	2	21	5	22	36	
2022-01-02 13:49:00	1139	Staff	5	2	14792	13	49	17	56	14792	20948	185	0	4	2	8	5	1	386	20	48	2	17	7	22	36	
2022-01-02 08:00:00	1298	Faculty	2	2	7933	8	0	8	0	0	0	0	0	0	0	0	0	2	672	16	0	0	0	0	0	36	
2022-01-02 15:38:00	1218	Staff	5	2	7628	15	38	17	45	7628	27474	95	0	3	2	4	9	1	386	8	47	5	18	3	21	36	
2022-01-02 16:09:00	1238	Faculty	2	2	6929	16	9	18	4	6929	29318	202	0	9	1	3	2	1	384	4	51	5	21	3	22	36	
2022-01-02 08:00:00	1302	Staff	5	2	14239	8	0	8	0	0	0	0	0	0	0	0	0	2	672	7	0	0	0	0	0	36	
2022-01-02 15:30:00	1220	Faculty	2	2	9294	15	30	18	5	9294	27016	271	0	4	2	3	10	1	386	9	45	6	16	3	20	36	
2022-01-02 15:45:00	1219	Faculty	2	2	9217	15	45	18	19	9217	27921	269	0	3	2	4	9	1	386	6	46	5	17	3	21	36	
2022-01-02 08:00:00	1306	Staff	5	2	10970	8	0	8	0	0	0	0	0	0	0	0	0	2	672	6	0	0	0	0	0	36	
2022-01-02 14:21:00	1156	Student	3	2	13861	14	21	18	12	13861	22857	260	0	6	2	2	10	2	365	21	45	3	15	5	22	36	
2022-01-02 16:09:00	1236	Student	3	2	7886	16	9	18	21	7886	29365	148	0	6	2	3	9	1	365	3	51	5	21	3	22	36	
2022-01-02 14:34:00	1185	Student	3	2	12858	14	34	18	8	12858	23647	241	0	3	2	4	9	1	386	17	41	4	12	5	20	36	
2022-01-02 17:37:00	1271	Student	3	2	2691	17	37	18	22	2691	34601	50	0	3	2	9	4	1	386	22	55	3	26	4	22	36	
2022-01-02 15:19:00	1209	Staff	5	2	10899	15	19	18	21	10899	26366	283	41	10	1	0	5	1	384	12	42	4	14	4	20	36	
2022-01-02 18:15:00	1296	Faculty	2	2	990	18	15	18	32	990	36922	29	0	6	2	1	11	2	365	14	44	3	15	4	22	36	
2022-01-02 16:59:00	1251	Staff	5	2	5664	16	59	18	34	5664	32361	71	0	5	2	4	8	1	365	6	54	1	26	5	22	36	
2022-01-02 14:60:00	1190	Student	3	2	13001	14	60	18	36	13001	25184	244	0	4	2	2	11	1	386	11	43	4	14	5	20	36	
2022-01-02 08:00:00	1317	Visitor	1	2	2311	8	0	8	0	0	0	0	0	0	0	0	0	2	672	2	0	0	0	0	0	36	
2022-01-02 16:04:00	1234	Visitor	1	2	8276	16	4	18	22	8276	29068	345	0	6	2	4	8	1	365	4	51	6	21	3	21	36	
2022-01-02 14:50:00	1192	Staff	5	2	13113	14	50	18	28	13113	24581	164	0	6	2	1	11	2	365	7	42	3	14	5	20	36	
2022-01-02 16:04:00	1233	Visitor	1	2	8922	16	4	18	32	8922	29023	372	0	7	1	0	3	1	354	5	50	5	21	3	21	36	
2022-01-02 18:14:00	1304	Student	3	2	1101	18	14	18	32	1101	36833	21	0	5	2	0	12	1	365	15	44	3	15	4	22	36	
2022-01-02 18:25:00	1319	Faculty	2	2	1152	18	25	18	44	1152	37514	34	0	3	2	5	8	1	386	10	45	3	16	4	22	36	
2022-01-02 16:47:00	1245	Faculty	2	2	6466	16	47	18	35	6466	31637	189	0	8	1	0	3	2	354	6	53	2	24	5	22	36	
2022-01-02 17:48:00	1282	Faculty	2	2	2802	17	48	18	34	2802	35262	82	0	10	1	0	5	1	384	19	50	2	22	4	22	36	
2022-01-02 08:00:00	933	Prin	4	2	4819	8	0	8	0	0	0	0	0	0	2	0	0	1	672	2	0	0	0	0	0	36	
2022-01-02 17:35:00	1266	Visitor	1	2	3863	17	35	18	39	3863	34480	161	0	11	3	1	3	2	654	24	55	3	26	4	22	36	
2022-01-02 17:03:00	1254	Staff	5	2	5633	17	3	18	37	5633	32586	70	0	10	1	0	5	1	384	7	56	1	28	5	22	36	
2022-01-02 17:18:00	1257	Student	3	2	5460	17	18	18	49	5460	33486	102	0	5	2	3	9	2	365	11	54	1	26	5	22	36	
2022-01-02 18:39:00	1322	Student	3	2	694	18	39	18	51	694	38338	13	0	3	2	4	9	1	386	3	51	6	19	4	22	36	
2022-01-02 17:36:00	1260	Student	3	2	4066	17	36	18	44	4066	34578	76	0	6	2	1	11	2	365	23	55	3	26	4	22	36	
2022-01-02 18:45:00	1324	Student	3	2	221	18	45	18	49	221	38708	4	0	8	1	1	2	1	354	2	52	5	20	5	22	36	
2022-01-02 16:49:00	1249	Visitor	1	2	7276	16	49	18	50	7276	31752	303	0	7	1	0	3	1	354	4	55	2	26	5	22	36	
2022-01-02 15:40:00	1225	Student	3	2	11263	15	40	18	47	11263	27576	211	0	5	2	5	7	1	365	9	46	4	18	3	21	36	
2022-01-02 15:23:00	1199	Student	3	2	13071	15	23	19	1	13071	26602	245	0	5	2	3	9	1	365	11	44	4	16	4	20	36	
2022-01-02 17:44:00	1285	Visitor	1	2	4214	17	44	18	54	4214	35035	176	0	3	2	8	5	1	386	19	51	2	23	4	22	37	
2022-01-02 18:25:00	1310	Student	3	2	1686	18	25	18	53	1686	37498	32	0	3	2	5	8	1	386	11	45	3	16	4	22	37	
2022-01-02 17:46:00	1277	Student	3	2	4687	17	46	19	4	4687	35159	88	0	4	2	7	6	1	386	18	52	2	24	4	22	37	
2022-01-02 18:19:00	1291	Faculty	2	2	2783	18	19	19	5	2783	37126	81	0	5	2	0	12	2	365	12	44	3	15	4	22	37	
2022-01-02 16:15:00	1237	Faculty	2	2	9789	16	15	18	58	9789	29706	286	0	9	1	1	4	1	384	4	53	3	23	5	22	37	
2022-01-02 15:04:00	1183	Student	3	2	14247	15	4	19	2	14247	25457	267	0	11	3	3	1	2	654	10	41	4	13	4	20	37	
2022-01-02 17:43:00	1288	Student	3	2	4805	17	43	19	4	4805	35007	90	0	7	1	0	3	1	354	20	52	3	23	4	22	37	
2022-01-02 18:39:00	1323	Faculty	2	2	1607	18	39	19	6	1607	38352	47	0	10	1	2	3	1	384	2	51	6	19	4	22	37	
2022-01-02 18:54:00	1329	Student	3	2	696	18	54	19	5	696	39226	13	0	8	1	1	2	1	354	3	57	6	24	5	22	37	
2022-01-02 18:13:00	1312	Faculty	2	2	3101	18	13	19	5	3101	36771	90	0	9	1	2	3	1	384	14	45	3	16	4	22	37	
2022-01-02 08:00:00	1328	Faculty	2	2	4713	8	0	8	0	0	0	0	0	0	0	0	0	2	672	4	0	0	0	0	0	37	
2022-01-02 18:32:00	1318	Visitor	1	2	2786	18	32	19	18	2786	37921	116	0	4	2	5	8	1	386	6	45	3	16	4	22	37	
2022-01-02 18:20:00	1315	Student	3	2	3528	18	20	19	19	3528	37200	66	0	4	2	7	6	1	386	11	43	2	15	4	22	37	
2022-01-02 18:09:00	1308	Staff	5	2	4210	18	9	19	20	4210	36570	53	0	3	2	4	9	1	386	16	45	4	15	4	22	37	
2022-01-02 15:30:00	1204	Student	3	2	14082	15	30	19	25	14082	27016	264	0	11	3	2	2	1	654	10	45	6	16	3	20	37	
2022-01-02 18:18:00	1297	Faculty	2	2	4522	18	18	19	34	4522	37094	132	0	6	2	1	11	2	365	13	44	3	15	4	22	37	
2022-01-02 17:28:00	1256	Staff	5	2	7080	17	28	19	26	7080	34056	88	0	6	2	1	11	2	365	18	53	1	25	5	22	37	
2022-01-02 17:51:00	1287	Visitor	1	2	6579	17	51	19	40	6579	35447	274	0	4	2	7	6	1	386	20	50	2	22	4	22	37	
2022-01-02 19:25:00	1338	Faculty	2	2	259	19	25	19	29	259	41077	8	0	6	2	3	9	1	365	5	62	6	28	6	22	37	
2022-01-02 16:22:00	1239	Student	3	2	11478	16	22	19	33	11478	30092	528	282	9	1	0	5	1	384	5	50	2	21	5	22	37	
2022-01-02 16:47:00	1243	Staff	5	2	13026	16	47	8	0	0	31642	0	0	6	2	2	10	2	365	5	54	2	25	5	22	0	
2022-01-02 17:05:00	1258	Student	3	2	13521	17	5	8	0	0	32699	0	0	5	2	4	8	1	365	8	58	2	29	5	22	0	
2022-01-02 17:14:00	1259	Staff	5	2	11856	17	14	8	0	0	33216	0	0	10	1	0	5	1	384	12	55	1	27	5	22	0	
2022-01-02 17:26:00	1262	Student	3	2	8728	17	26	19	52	8728	33987	164	0	5	2	3	9	1	365	17	53	1	25	5	22	0	
2022-01-02 17:41:00	1263	Student	3	2	11188	17	41	8	0	0	34882	0	0	6	2	1	11	2	365	21	53	3	24	4	22	0	
2022-01-02 17:58:00	1276	Visitor	1	2	6620	17	58	19	48	6620	35862	276	0	12	3	3	1	2	654	21	51	2	23	4	22	0	
2022-01-02 17:45:00	1278	Student	3	2	12759	17	45	8	0	0	35123	0	0	8	1	1	2	2	354	19	52	2	24	4	22	0	
2022-01-02 17:38:00	1279	Staff	5	2	11873	17	38	8	0	0	34664	0	0	10	1	1	4	1	384	22	55	3	26	4	22	0	
2022-01-02 18:11:00	1280	Staff	5	2	9932	18	11	8	0	0	36639	0	0	5	2	0	12	2	365	15	44	4	14	4	22	0	
2022-01-02 18:27:00	1286	Student	3	2	9412	18	27	8	0	0	37630	0	0	6	2	3	9	2	365	8	45	3	16	4	22	0	
2022-01-02 17:54:00	1289	Student	3	2	7608	17	54	8	0	0	35612	0	0	3	2	4	9	1	386	20	50	2	22	4	22	0	
2022-01-02 18:02:00	1290	Faculty	2	2	7928	18	2	8	0	0	36111	0	0	3	2	5	8	1	386	19	48	2	20	4	22	0	
2022-01-02 18:09:00	1292	Visitor	1	2	9761	18	9	8	0	0	36519	0	0	6	2	0	12	2	365	16	45	4	15	4	22	0	
2022-01-02 18:05:00	1294	Student	3	2	11584	18	5	8	0	0	36287	0	0	3	2	4	9	1	386	19	45	3	16	4	22	0	
2022-01-02 17:58:00	1300	Visitor	1	2	10486	17	58	8	0	0	35899	0	0	5	2	2	10	1	365	20	51	2	23	4	22	0	
2022-01-02 18:05:00	1301	Visitor	1	2	9869	18	5	8	0	0	36295	0	0	5	2	0	12	1	365	18	45	3	16	4	22	0	
2022-01-02 18:22:00	1305	Visitor	1	2	8470	18	22	8	0	0	37307	0	0	5	2	0	12	1	365	11	44	2	16	4	22	0	
2022-01-02 18:05:00	1307	Student	3	2	6396	18	5	19	52	6396	36324	120	0	4	2	8	5	1	386	17	45	3	16	4	22	0	
2022-01-02 18:16:00	1311	Student	3	2	9858	18	16	8	0	0	36941	0	0	4	2	8	5	1	386	13	44	3	15	4	22	0	
2022-01-02 18:26:00	1313	Staff	5	2	9841	18	26	8	0	0	37550	0	0	3	2	5	8	1	386	9	45	3	16	4	22	0	
2022-01-02 18:25:00	1316	Faculty	2	2	4900	18	25	19	47	4900	37491	143	0	9	1	1	4	1	384	12	46	3	17	4	22	0	
2022-01-02 18:38:00	1320	Staff	5	2	10294	18	38	8	0	0	38253	0	0	4	2	5	8	1	386	4	49	5	18	4	22	0	
2022-01-02 18:38:00	1321	Student	3	2	7948	18	38	8	0	0	38250	0	0	6	2	4	8	2	365	5	49	5	18	4	22	0	
2022-01-02 18:58:00	1326	Student	3	2	14321	18	58	8	0	0	39460	0	0	7	1	1	2	1	354	2	56	4	25	5	22	0	
2022-01-02 18:59:00	1330	Student	3	2	13048	18	59	8	0	0	39517	0	0	6	2	4	8	1	365	1	56	4	25	5	22	0	
2022-01-02 19:01:00	1331	Visitor	1	2	8120	19	1	8	0	0	39652	0	0	8	1	0	3	1	354	1	57	5	25	5	22	0	
2022-01-02 19:07:00	1332	Faculty	2	2	9917	19	7	8	0	0	40042	0	0	5	2	5	7	1	365	1	64	9	27	6	22	0	
2022-01-02 19:21:00	1333	Faculty	2	2	5613	19	21	8	0	0	40871	0	0	8	1	0	3	1	354	4	63	6	29	6	22	0	
2022-01-02 19:25:00	1334	Student	3	2	3691	19	25	8	0	0	41111	0	0	7	1	0	3	1	354	4	62	6	28	6	22	0	
2022-01-02 19:14:00	1335	Staff	5	2	6175	19	14	8	0	0	40460	0	0	7	1	1	2	1	354	3	63	8	27	6	22	0	
2022-01-02 19:36:00	1336	Faculty	2	2	1492	19	36	8	0	0	41778	0	0	6	2	4	8	2	365	5	63	6	28	7	22	0	
2022-01-02 19:37:00	1339	Student	3	2	12900	19	37	8	0	0	41838	0	0	5	2	3	9	1	365	4	62	5	28	7	22	0	
2022-01-02 19:28:00	1340	Staff	5	2	14164	19	28	8	0	0	41275	0	0	5	2	4	8	1	365	4	64	6	29	7	22	0	
2022-01-02 19:42:00	1341	Faculty	2	2	1350	19	42	8	0	0	42101	0	0	6	2	4	8	1	365	2	61	3	29	7	22	0	
2022-01-02 19:40:00	1343	Visitor	1	2	8462	19	40	8	0	0	41996	0	0	9	1	1	4	1	384	3	60	3	28	7	22	0	
2022-01-02 19:44:00	1344	Staff	5	2	8258	19	44	8	0	0	42257	0	0	10	1	2	3	1	384	1	60	3	28	7	22	0	
2022-01-02 19:36:00	1345	Visitor	1	2	9895	19	36	8	0	0	41760	0	0	9	1	3	2	1	384	5	63	6	28	7	22	0	
2022-01-02 19:47:00	1346	Faculty	2	2	3527	19	47	8	0	0	42429	0	0	9	1	1	4	1	384	0	60	3	28	7	22	0	
2022-01-02 19:56:00	1347	Student	3	2	10890	19	56	8	0	0	42944	0	0	6	2	3	9	1	365	1	64	4	30	8	22	0	
2022-01-02 08:00:00	1348	Faculty	2	2	5642	8	0	8	0	0	0	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
2022-01-02 08:00:00	1349	Student	3	2	9752	8	0	8	0	0	0	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
2022-01-02 08:00:00	1351	Student	3	2	7035	8	0	8	0	0	0	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
2022-01-03 08:29:00	932	Student	3	3	137	8	29	8	31	137	1743	3	0	5	2	9	3	1	365	7	93	14	49	8	22	0	
2022-01-03 08:33:00	936	Faculty	2	3	161	8	33	8	36	161	1989	5	0	5	2	9	3	1	365	11	90	12	48	8	22	0	
2022-01-03 08:25:00	934	Faculty	2	3	617	8	25	8	35	617	1473	18	0	5	2	11	1	1	365	6	95	14	51	8	22	0	
2022-01-03 08:51:00	944	Staff	5	3	270	8	51	8	55	270	3058	3	0	5	2	5	7	2	365	13	78	6	42	8	22	0	
2022-01-03 08:38:00	939	Student	3	3	1487	8	38	9	3	1487	2273	28	0	8	1	0	3	1	354	11	91	11	50	8	22	0	
2022-01-03 08:60:00	959	Student	3	3	326	8	60	9	5	326	3572	6	0	10	1	0	5	1	384	13	73	1	42	8	22	4	
2022-01-03 08:00:00	966	Student	3	3	8157	8	0	8	0	0	0	0	0	0	0	0	0	2	672	15	0	0	0	0	0	5	
2022-01-03 08:00:00	963	Faculty	2	3	496	8	0	8	0	0	0	0	0	0	0	0	0	2	672	16	0	0	0	0	0	7	
2022-01-03 08:00:00	967	Faculty	2	3	6301	8	0	8	0	0	0	0	0	0	0	0	0	2	672	15	0	0	0	0	0	7	
2022-01-03 08:00:00	968	Staff	5	3	3390	8	0	8	0	0	0	0	0	0	0	0	0	2	672	15	0	0	0	0	0	7	
2022-01-03 08:00:00	972	Student	3	3	1745	8	0	8	0	0	0	0	0	0	0	0	0	2	672	14	0	0	0	0	0	7	
2022-01-03 08:43:00	949	Staff	5	3	2545	8	43	9	25	2545	2571	32	0	10	1	4	1	1	384	13	86	9	47	8	22	7	
2022-01-03 08:00:00	985	Student	3	3	12817	8	0	8	0	0	0	0	0	0	0	0	0	2	672	19	0	0	0	0	0	7	
2022-01-03 08:00:00	983	Faculty	2	3	5322	8	0	8	0	0	0	0	0	0	0	0	0	2	672	20	0	0	0	0	0	7	
2022-01-03 08:45:00	951	Faculty	2	3	3825	8	45	9	49	3825	2687	112	0	5	2	8	4	1	365	14	85	9	46	8	22	8	
2022-01-03 09:09:00	970	Student	3	3	1651	9	9	9	37	1651	4149	31	0	5	2	3	9	1	365	9	72	2	40	8	22	10	
2022-01-03 08:00:00	1000	Faculty	2	3	2110	8	0	8	0	0	0	0	0	0	0	0	0	2	672	21	0	0	0	0	0	11	
2022-01-03 08:00:00	1002	Student	3	3	593	8	0	8	0	0	0	0	0	0	0	0	0	2	672	19	0	0	0	0	0	11	
2022-01-03 09:48:00	982	Staff	5	3	1011	9	48	10	5	1011	6491	13	0	6	2	1	11	1	365	21	56	1	28	5	22	12	
2022-01-03 08:00:00	1010	Student	3	3	9224	8	0	8	0	0	0	0	0	0	0	0	0	2	672	15	0	0	0	0	0	13	
2022-01-03 08:56:00	950	Student	3	3	3792	8	56	9	59	3792	3357	71	0	5	2	4	8	1	365	13	73	2	41	8	22	13	
2022-01-03 08:24:00	933	Staff	5	3	5809	8	24	10	1	5809	1425	73	0	6	2	11	1	1	365	7	95	14	51	8	22	14	
2022-01-03 08:00:00	1001	Visitor	1	3	3689	8	0	8	0	0	0	0	0	0	0	0	0	2	672	7	0	0	0	0	0	14	
2022-01-03 08:00:00	1013	Visitor	1	3	5703	8	0	8	0	0	0	0	0	0	0	0	0	2	672	13	0	0	0	0	0	14	
2022-01-03 09:03:00	960	Staff	5	3	4460	9	3	10	17	4460	3788	56	0	5	2	4	8	1	365	13	72	1	41	8	22	14	
2022-01-03 09:49:00	999	Visitor	1	3	586	9	49	9	59	586	6533	24	0	4	2	8	5	1	386	19	56	1	28	5	22	14	
2022-01-03 08:00:00	1020	Student	3	3	12052	8	0	8	0	0	0	0	0	0	0	0	0	2	672	8	0	0	0	0	0	14	
2022-01-03 09:41:00	989	Staff	5	3	2051	9	41	10	15	2051	6046	26	0	4	2	12	1	1	386	19	63	2	32	7	22	14	
2022-01-03 08:00:00	1019	Student	3	3	2040	8	0	8	0	0	0	0	0	0	0	0	0	2	672	11	0	0	0	0	0	14	
