Car ID	Vehicle	VType	Day	ReqT	EntHr	EntMin	ExitHr	ExitMin	TDelay	IdleT	TBill	Fine	PL No.	PLZone	nFree	nFill	Tries	DFS	IdleVeh	tFree	z1Free	z2Free	z3Free	z4Free	dReq	
1310	Visitor	1	0	2588	8	0	8	0	0	-3293	0	0	0	0	0	0	2	672	3	0	0	0	0	0	49	
1230	Visitor	1	0	8386	16	58	19	17	8386	29712	349	0	6	2	5	7	2	365	15	45	3	18	2	22	49	
1307	Visitor	1	0	616	19	8	19	18	616	36792	26	0	5	2	3	9	1	365	4	53	6	20	6	21	49	
1225	Student	3	0	10093	16	54	19	43	10093	29591	189	0	3	2	1	12	1	386	16	44	3	17	2	22	49	
1234	Faculty	2	0	8767	17	8	19	34	8767	30288	256	0	9	1	0	5	1	384	7	47	3	20	2	22	49	
1274	Visitor	1	0	6093	17	49	19	31	6093	32499	254	0	3	2	8	5	1	386	16	43	0	21	2	20	49	
1232	Staff	5	0	9071	17	0	19	32	9071	29862	113	0	9	1	0	5	1	384	12	45	3	17	3	22	49	
1251	Student	3	0	7655	17	42	19	49	7655	32157	144	0	0	4	10	1	1	672	18	42	0	21	1	20	49	
1273	Student	3	0	6175	17	57	19	40	6175	32948	116	0	4	2	6	7	1	386	19	46	2	21	3	20	49	
1208	Student	3	0	13679	16	26	8	0	0	27964	0	0	3	2	6	7	1	386	18	44	2	18	2	22	0	
1226	Student	3	0	12817	17	2	8	0	0	30055	0	0	3	2	2	11	1	386	11	47	3	19	3	22	0	
1235	Staff	5	0	13815	17	3	8	0	0	30022	0	0	6	2	5	7	1	365	10	48	3	19	4	22	0	
1237	Staff	5	0	11516	17	5	8	0	0	30125	0	0	5	2	3	9	1	365	9	46	2	19	3	22	0	
1238	Faculty	2	0	8498	17	21	19	42	8498	31037	248	0	6	2	2	10	2	365	12	44	3	17	2	22	0	
1239	Visitor	1	0	10041	17	5	19	52	10041	30082	418	0	10	1	0	5	1	384	10	46	2	19	3	22	0	
1244	Staff	5	0	12362	17	26	8	0	0	31270	0	0	6	2	2	10	1	365	11	47	2	21	2	22	0	
1245	Student	3	0	10636	17	35	8	0	0	31811	0	0	6	2	2	10	1	365	15	48	2	22	2	22	0	
1249	Student	3	0	14396	17	28	8	0	0	31344	0	0	8	1	0	3	1	354	10	45	1	20	2	22	0	
1256	Faculty	2	0	9833	17	47	8	0	0	32473	0	0	5	2	1	11	2	365	17	44	0	23	1	20	0	
1257	Student	3	0	9527	17	57	8	0	0	33014	0	0	5	2	1	11	2	365	20	46	2	21	3	20	0	
1260	Visitor	1	0	10741	17	42	8	0	0	32100	0	0	9	1	0	5	1	384	17	42	0	21	1	20	0	
1262	Student	3	0	6978	17	46	19	43	6978	32383	131	0	9	1	0	5	1	384	17	43	0	22	1	20	0	
1265	Staff	5	0	10638	17	60	8	0	0	33170	0	0	5	2	1	11	1	365	18	45	2	20	3	20	0	
1269	Student	3	0	9814	17	53	8	0	0	32751	0	0	6	2	2	10	1	365	18	45	2	21	2	20	0	
1271	Student	3	0	9438	18	8	8	0	0	33642	0	0	6	2	3	9	1	365	13	42	2	16	4	20	0	
1275	Staff	5	0	7963	18	17	8	0	0	34130	0	0	11	3	1	3	2	654	9	39	4	12	3	20	0	
1277	Faculty	2	0	7020	18	16	8	0	0	34078	0	0	4	2	3	10	1	386	10	38	3	12	3	20	0	
1279	Faculty	2	0	9662	18	3	8	0	0	33252	0	0	3	2	7	6	1	386	17	46	3	19	4	20	0	
1281	Staff	5	0	7031	18	11	8	0	0	33771	0	0	4	2	3	10	1	386	11	41	3	14	4	20	0	
1282	Student	3	0	9707	18	10	8	0	0	33704	0	0	3	2	4	9	1	386	13	42	3	15	4	20	0	
1283	Staff	5	0	5937	18	20	19	59	5937	34306	74	0	4	2	4	9	1	386	6	42	4	14	4	20	0	
1286	Student	3	0	10885	18	27	8	0	0	34663	0	0	4	2	5	8	1	386	5	48	4	18	5	21	0	
1287	Staff	5	0	11226	18	15	8	0	0	33934	0	0	3	2	2	11	1	386	11	39	3	12	4	20	0	
1289	Visitor	1	0	8203	18	19	8	0	0	34197	0	0	3	2	2	11	1	386	7	42	4	14	4	20	0	
1290	Student	3	0	11351	18	25	8	0	0	34497	0	0	3	2	2	11	1	386	5	47	4	18	5	20	0	
1291	Staff	5	0	13559	18	30	8	0	0	34795	0	0	3	2	2	11	1	386	4	50	4	20	5	21	0	
1292	Student	3	0	7671	18	24	8	0	0	34482	0	0	7	1	0	3	1	354	6	47	4	18	5	20	0	
1296	Faculty	2	0	10028	18	34	8	0	0	34940	0	0	5	2	5	7	1	365	4	50	4	20	5	21	0	
1297	Staff	5	0	10997	18	37	8	0	0	35101	0	0	10	1	1	4	1	384	3	51	4	20	6	21	0	
1298	Visitor	1	0	8636	18	53	8	0	0	36054	0	0	6	2	3	9	1	365	3	52	5	20	6	21	0	
1300	Student	3	0	9566	19	1	8	0	0	36501	0	0	5	2	4	8	1	365	4	52	5	20	6	21	0	
1301	Faculty	2	0	3226	18	52	19	45	3226	35936	94	0	7	1	1	2	1	354	3	51	5	19	6	21	0	
1302	Student	3	0	9540	18	56	8	0	0	36157	0	0	5	2	4	8	1	365	3	52	5	20	6	21	0	
1303	Student	3	0	8987	19	7	8	0	0	36804	0	0	5	2	3	9	1	365	5	53	6	20	6	21	0	
1304	Student	3	0	2420	19	2	19	42	2420	36501	45	0	6	2	3	9	1	365	3	53	5	21	6	21	0	
1306	Student	3	0	11886	19	14	8	0	0	37211	0	0	12	3	3	1	1	654	3	51	5	20	5	21	0	
1308	Faculty	2	0	9962	19	13	8	0	0	37125	0	0	8	1	1	2	1	354	4	51	5	20	5	21	0	
1309	Faculty	2	0	8954	19	31	8	0	0	38158	0	0	6	2	3	9	1	365	4	52	5	20	6	21	0	
1311	Visitor	1	0	8523	19	18	8	0	0	37408	0	0	8	1	0	3	1	354	2	50	5	19	5	21	0	
1314	Student	3	0	3831	19	45	8	0	0	38925	0	0	10	1	0	5	1	384	2	55	4	24	6	21	0	
1315	Visitor	1	0	7778	19	30	8	0	0	38007	0	0	5	2	3	9	1	365	5	52	5	20	6	21	0	
1316	Student	3	0	8605	19	37	8	0	0	38438	0	0	10	1	2	3	1	384	2	54	6	21	6	21	0	
1317	Visitor	1	0	9352	19	46	8	0	0	38964	0	0	6	2	4	8	2	365	2	56	5	24	6	21	0	
1318	Student	3	0	13370	19	48	8	0	0	39081	0	0	10	1	0	5	1	384	1	56	5	24	6	21	0	
1320	Student	3	0	6820	19	49	8	0	0	39085	0	0	9	1	3	2	1	384	0	56	5	24	6	21	0	
1322	Student	3	0	5600	8	0	8	0	0	-3489	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
1323	Faculty	2	0	6906	19	59	8	0	0	39663	0	0	9	1	2	3	1	384	0	55	5	22	6	22	0	
1325	Student	3	0	11784	19	59	8	0	0	39654	0	0	6	2	2	10	1	365	1	55	5	22	6	22	0	
1326	Student	3	0	6166	8	0	8	0	0	-3558	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
1327	Student	3	0	6385	8	0	8	0	0	-3569	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
1328	Faculty	2	0	94	8	0	8	0	0	-3587	0	0	0	0	0	0	1	672	0	0	0	0	0	0	0	
930	Staff	5	0	678	8	16	8	28	678	982	8	0	6	2	11	1	1	365	6	97	16	51	8	22	0	
932	Student	3	0	391	8	31	8	38	391	1870	7	0	7	1	0	3	1	354	7	90	11	49	8	22	0	
931	Visitor	1	0	1343	8	19	8	41	1343	1138	56	0	7	1	1	2	1	354	6	95	14	51	8	22	0	
944	Staff	5	0	223	8	47	8	51	223	2719	3	0	10	1	3	2	1	384	11	81	7	44	8	22	0	
